date, s2, s1
Fri Jan 29 05:25:04 2021,6.868,6.567

Fri Jan 29 05:25:46 2021,6.869,6.565

Fri Jan 29 05:26:29 2021,6.869,6.565

Fri Jan 29 05:27:12 2021,6.870,6.566

Fri Jan 29 05:27:55 2021,6.870,6.568

Fri Jan 29 05:28:38 2021,6.870,6.568

Fri Jan 29 05:29:21 2021,6.872,6.567

Fri Jan 29 05:30:04 2021,6.871,6.568

Fri Jan 29 05:30:47 2021,6.871,6.568

Fri Jan 29 05:31:30 2021,6.870,6.568

Fri Jan 29 05:32:12 2021,6.870,6.568

Fri Jan 29 05:32:55 2021,6.873,6.567

Fri Jan 29 05:33:38 2021,6.872,6.568

Fri Jan 29 05:34:21 2021,6.873,6.568

Fri Jan 29 05:35:04 2021,6.871,6.571

Fri Jan 29 05:35:47 2021,6.872,6.569

Fri Jan 29 05:36:30 2021,6.873,6.571

Fri Jan 29 05:37:13 2021,6.873,6.567

Fri Jan 29 05:37:56 2021,6.876,6.569

Fri Jan 29 05:38:38 2021,6.872,6.567

Fri Jan 29 05:39:21 2021,6.874,6.568

Fri Jan 29 05:40:04 2021,6.872,6.569

Fri Jan 29 05:40:47 2021,6.875,6.568

Fri Jan 29 05:41:30 2021,6.875,6.568

Fri Jan 29 05:42:13 2021,6.874,6.567

Fri Jan 29 05:42:56 2021,6.877,6.568

Fri Jan 29 05:43:39 2021,6.877,6.568

Fri Jan 29 05:44:21 2021,6.879,6.569

Fri Jan 29 05:45:04 2021,6.880,6.570

Fri Jan 29 05:45:47 2021,6.880,6.567

Fri Jan 29 05:46:30 2021,6.878,6.570

Fri Jan 29 05:47:13 2021,6.880,6.571

Fri Jan 29 05:47:56 2021,6.880,6.570

Fri Jan 29 05:48:39 2021,6.880,6.569

Fri Jan 29 05:49:22 2021,6.880,6.570

Fri Jan 29 05:50:04 2021,6.881,6.570

Fri Jan 29 05:50:47 2021,6.882,6.571

Fri Jan 29 05:51:30 2021,6.883,6.570

Fri Jan 29 05:52:13 2021,6.883,6.570

Fri Jan 29 05:52:56 2021,6.882,6.572

Fri Jan 29 05:53:39 2021,6.882,6.572

Fri Jan 29 05:54:22 2021,6.883,6.572

Fri Jan 29 05:55:05 2021,6.882,6.571

Fri Jan 29 05:55:47 2021,6.886,6.572

Fri Jan 29 05:56:30 2021,6.883,6.572

Fri Jan 29 05:57:13 2021,6.883,6.571

Fri Jan 29 05:57:56 2021,6.886,6.573

Fri Jan 29 05:58:39 2021,6.885,6.571

Fri Jan 29 05:59:22 2021,6.886,6.570

Fri Jan 29 06:00:05 2021,6.885,6.571

Fri Jan 29 06:00:48 2021,6.885,6.574

Fri Jan 29 06:01:31 2021,6.888,6.574

Fri Jan 29 06:02:13 2021,6.887,6.574

Fri Jan 29 06:02:56 2021,6.886,6.571

Fri Jan 29 06:03:39 2021,6.888,6.573

Fri Jan 29 06:04:22 2021,6.888,6.572

Fri Jan 29 06:05:05 2021,6.888,6.572

Fri Jan 29 06:05:48 2021,6.888,6.575

Fri Jan 29 06:06:31 2021,6.889,6.571

Fri Jan 29 06:07:14 2021,6.891,6.573

Fri Jan 29 06:07:57 2021,6.889,6.575

Fri Jan 29 06:08:39 2021,6.891,6.574

Fri Jan 29 06:09:22 2021,6.891,6.574

Fri Jan 29 06:10:05 2021,6.894,6.573

Fri Jan 29 06:10:48 2021,6.893,6.574

Fri Jan 29 06:11:31 2021,6.891,6.575

Fri Jan 29 06:12:14 2021,6.892,6.573

Fri Jan 29 06:12:57 2021,6.892,6.575

Fri Jan 29 06:13:40 2021,6.891,6.577

Fri Jan 29 06:14:22 2021,6.892,6.577

Fri Jan 29 06:15:05 2021,6.894,6.578

Fri Jan 29 06:15:48 2021,6.893,6.577

Fri Jan 29 06:16:31 2021,6.894,6.575

Fri Jan 29 06:17:14 2021,6.893,6.575

Fri Jan 29 06:17:57 2021,6.894,6.577

Fri Jan 29 06:18:40 2021,6.894,6.577

Fri Jan 29 06:19:23 2021,6.894,6.575

Fri Jan 29 06:20:06 2021,6.896,6.575

Fri Jan 29 06:20:48 2021,6.896,6.575

Fri Jan 29 06:21:31 2021,6.896,6.576

Fri Jan 29 06:22:14 2021,6.894,6.575

Fri Jan 29 06:22:57 2021,6.896,6.575

Fri Jan 29 06:23:40 2021,6.896,6.576

Fri Jan 29 06:24:23 2021,6.897,6.576

Fri Jan 29 06:25:06 2021,6.894,6.574

Fri Jan 29 06:25:49 2021,6.896,6.571

Fri Jan 29 06:26:31 2021,6.897,6.575

Fri Jan 29 06:27:14 2021,6.896,6.574

Fri Jan 29 06:27:57 2021,6.895,6.571

Fri Jan 29 06:28:40 2021,6.896,6.573

Fri Jan 29 06:29:23 2021,6.894,6.577

Fri Jan 29 06:30:06 2021,6.898,6.579

Fri Jan 29 06:30:49 2021,6.894,6.577

Fri Jan 29 06:31:32 2021,6.895,6.583

Fri Jan 29 06:32:15 2021,6.895,6.581

Fri Jan 29 06:32:57 2021,6.896,6.581

Fri Jan 29 06:33:40 2021,6.897,6.582

Fri Jan 29 06:34:23 2021,6.897,6.584

Fri Jan 29 06:35:06 2021,6.896,6.585

Fri Jan 29 06:35:49 2021,6.896,6.586

Fri Jan 29 06:36:32 2021,6.897,6.586

Fri Jan 29 06:37:15 2021,6.897,6.584

Fri Jan 29 06:37:58 2021,6.899,6.584

Fri Jan 29 06:38:41 2021,6.897,6.585

Fri Jan 29 06:39:24 2021,6.898,6.584

Fri Jan 29 06:40:07 2021,6.899,6.583

Fri Jan 29 06:40:49 2021,6.899,6.586

Fri Jan 29 06:41:32 2021,6.898,6.584

Fri Jan 29 06:42:15 2021,6.897,6.586

Fri Jan 29 06:42:58 2021,6.899,6.582

Fri Jan 29 06:43:41 2021,6.900,6.585

Fri Jan 29 06:44:24 2021,6.899,6.585

Fri Jan 29 06:45:07 2021,6.897,6.583

Fri Jan 29 06:45:50 2021,6.898,6.585

Fri Jan 29 06:46:33 2021,6.896,6.585

Fri Jan 29 06:47:16 2021,6.897,6.584

Fri Jan 29 06:47:58 2021,6.897,6.585

Fri Jan 29 06:48:41 2021,6.898,6.585

Fri Jan 29 06:49:24 2021,6.897,6.587

Fri Jan 29 06:50:07 2021,6.899,6.584

Fri Jan 29 06:50:50 2021,6.899,6.584

Fri Jan 29 06:51:33 2021,6.894,6.586

Fri Jan 29 06:52:16 2021,6.895,6.585

Fri Jan 29 06:52:59 2021,6.896,6.587

Fri Jan 29 06:53:42 2021,6.896,6.585

Fri Jan 29 06:54:25 2021,6.893,6.584

Fri Jan 29 06:55:08 2021,6.894,6.583

Fri Jan 29 06:55:50 2021,6.895,6.584

Fri Jan 29 06:56:33 2021,6.895,6.586

Fri Jan 29 06:57:16 2021,6.896,6.585

Fri Jan 29 06:57:59 2021,6.895,6.583

Fri Jan 29 06:58:42 2021,6.892,6.584

Fri Jan 29 06:59:25 2021,6.895,6.581

Fri Jan 29 07:00:08 2021,6.894,6.586

Fri Jan 29 07:00:51 2021,6.892,6.588

Fri Jan 29 07:01:34 2021,6.891,6.584

Fri Jan 29 07:02:17 2021,6.890,6.584

Fri Jan 29 07:03:00 2021,6.891,6.584

Fri Jan 29 07:03:42 2021,6.891,6.582

Fri Jan 29 07:04:25 2021,6.889,6.581

Fri Jan 29 07:05:08 2021,6.890,6.587

Fri Jan 29 07:05:51 2021,6.891,6.587

Fri Jan 29 07:06:34 2021,6.890,6.585

Fri Jan 29 07:07:17 2021,6.887,6.586

Fri Jan 29 07:08:00 2021,6.888,6.586

Fri Jan 29 07:08:43 2021,6.886,6.584

Fri Jan 29 07:09:26 2021,6.891,6.585

Fri Jan 29 07:10:09 2021,6.889,6.582

Fri Jan 29 07:10:52 2021,6.887,6.583

Fri Jan 29 07:11:35 2021,6.886,6.588

Fri Jan 29 07:12:17 2021,6.886,6.586

Fri Jan 29 07:13:00 2021,6.884,6.584

Fri Jan 29 07:13:43 2021,6.885,6.582

Fri Jan 29 07:14:26 2021,6.885,6.586

Fri Jan 29 07:15:09 2021,6.884,6.586

Fri Jan 29 07:15:52 2021,6.883,6.581

Fri Jan 29 07:16:35 2021,6.882,6.585

Fri Jan 29 07:17:18 2021,6.881,6.583

Fri Jan 29 07:18:01 2021,6.882,6.585

Fri Jan 29 07:18:44 2021,6.880,6.585

Fri Jan 29 07:19:27 2021,6.881,6.586

Fri Jan 29 07:20:10 2021,6.879,6.584

Fri Jan 29 07:20:52 2021,6.879,6.582

Fri Jan 29 07:21:35 2021,6.876,6.584

Fri Jan 29 07:22:18 2021,6.877,6.587

Fri Jan 29 07:23:01 2021,6.876,6.583

Fri Jan 29 07:23:44 2021,6.875,6.585

Fri Jan 29 07:24:27 2021,6.877,6.582

Fri Jan 29 07:25:10 2021,6.875,6.583

Fri Jan 29 07:25:53 2021,6.877,6.583

Fri Jan 29 07:26:36 2021,6.872,6.582

Fri Jan 29 07:27:19 2021,6.870,6.584

Fri Jan 29 07:28:02 2021,6.871,6.586

Fri Jan 29 07:28:45 2021,6.870,6.584

Fri Jan 29 07:29:28 2021,6.870,6.583

Fri Jan 29 07:30:11 2021,6.870,6.583

Fri Jan 29 07:30:54 2021,6.867,6.584

Fri Jan 29 07:31:37 2021,6.868,6.585

Fri Jan 29 07:32:20 2021,6.866,6.585

Fri Jan 29 07:33:03 2021,6.865,6.586

Fri Jan 29 07:33:46 2021,6.865,6.584

Fri Jan 29 07:34:29 2021,6.865,6.583

Fri Jan 29 07:35:12 2021,6.867,6.586

Fri Jan 29 07:35:55 2021,6.866,6.588

Fri Jan 29 07:36:37 2021,6.864,6.585

Fri Jan 29 07:37:20 2021,6.862,6.584

Fri Jan 29 07:38:03 2021,6.862,6.583

Fri Jan 29 07:38:46 2021,6.861,6.584

Fri Jan 29 07:39:29 2021,6.860,6.585

Fri Jan 29 07:40:12 2021,6.861,6.583

Fri Jan 29 07:40:55 2021,6.860,6.584

Fri Jan 29 07:41:38 2021,6.859,6.584

Fri Jan 29 07:42:21 2021,6.860,6.586

Fri Jan 29 07:43:04 2021,6.858,6.586

Fri Jan 29 07:43:47 2021,6.858,6.581

Fri Jan 29 07:44:30 2021,6.858,6.585

Fri Jan 29 07:45:13 2021,6.856,6.583

Fri Jan 29 07:45:56 2021,6.857,6.581

Fri Jan 29 07:46:39 2021,6.852,6.586

Fri Jan 29 07:47:22 2021,6.849,6.584

Fri Jan 29 07:48:05 2021,6.850,6.586

Fri Jan 29 07:48:48 2021,6.849,6.584

Fri Jan 29 07:49:31 2021,6.850,6.586

Fri Jan 29 07:50:14 2021,6.849,6.587

Fri Jan 29 07:50:57 2021,6.850,6.585

Fri Jan 29 07:51:40 2021,6.849,6.584

Fri Jan 29 07:52:23 2021,6.847,6.582

Fri Jan 29 07:53:06 2021,6.845,6.586

Fri Jan 29 07:53:49 2021,6.846,6.585

Fri Jan 29 07:54:32 2021,6.845,6.586

Fri Jan 29 07:55:15 2021,6.847,6.584

Fri Jan 29 07:55:58 2021,6.844,6.584

Fri Jan 29 07:56:41 2021,6.844,6.585

Fri Jan 29 07:57:24 2021,6.844,6.588

Fri Jan 29 07:58:07 2021,6.843,6.587

Fri Jan 29 07:58:50 2021,6.843,6.586

Fri Jan 29 07:59:33 2021,6.841,6.585

Fri Jan 29 08:00:16 2021,6.843,6.582

Fri Jan 29 08:00:59 2021,6.844,6.584

Fri Jan 29 08:01:42 2021,6.842,6.581

Fri Jan 29 08:02:25 2021,6.841,6.584

Fri Jan 29 08:03:07 2021,6.839,6.582

Fri Jan 29 08:03:50 2021,6.841,6.584

Fri Jan 29 08:04:33 2021,6.841,6.581

Fri Jan 29 08:05:16 2021,6.842,6.584

Fri Jan 29 08:05:59 2021,6.838,6.583

Fri Jan 29 08:06:42 2021,6.838,6.583

Fri Jan 29 08:07:25 2021,6.839,6.585

Fri Jan 29 08:08:08 2021,6.836,6.582

Fri Jan 29 08:08:51 2021,6.835,6.580

Fri Jan 29 08:09:34 2021,6.837,6.582

Fri Jan 29 08:10:17 2021,6.833,6.584

Fri Jan 29 08:11:00 2021,6.832,6.583

Fri Jan 29 08:11:43 2021,6.834,6.582

Fri Jan 29 08:12:26 2021,6.830,6.584

Fri Jan 29 08:13:09 2021,6.831,6.584

Fri Jan 29 08:13:52 2021,6.831,6.586

Fri Jan 29 08:14:35 2021,6.832,6.585

Fri Jan 29 08:15:18 2021,6.830,6.586

Fri Jan 29 08:16:01 2021,6.832,6.586

Fri Jan 29 08:16:44 2021,6.830,6.585

Fri Jan 29 08:17:27 2021,6.830,6.582

Fri Jan 29 08:18:10 2021,6.831,6.586

Fri Jan 29 08:18:53 2021,6.830,6.586

Fri Jan 29 08:19:36 2021,6.828,6.585

Fri Jan 29 08:20:19 2021,6.826,6.586

Fri Jan 29 08:21:02 2021,6.828,6.586

Fri Jan 29 08:21:45 2021,6.827,6.584

Fri Jan 29 08:22:28 2021,6.828,6.583

Fri Jan 29 08:23:11 2021,6.826,6.585

Fri Jan 29 08:23:54 2021,6.827,6.588

Fri Jan 29 08:24:37 2021,6.826,6.589

Fri Jan 29 08:25:20 2021,6.828,6.591

Fri Jan 29 08:26:03 2021,6.827,6.591

Fri Jan 29 08:26:46 2021,6.829,6.586

Fri Jan 29 08:27:29 2021,6.829,6.587

Fri Jan 29 08:28:12 2021,6.827,6.589

Fri Jan 29 08:28:55 2021,6.830,6.588

Fri Jan 29 08:29:37 2021,6.829,6.585

Fri Jan 29 08:30:20 2021,6.829,6.587

Fri Jan 29 08:31:03 2021,6.828,6.584

Fri Jan 29 08:31:46 2021,6.831,6.581

Fri Jan 29 08:32:29 2021,6.829,6.580

Fri Jan 29 08:33:12 2021,6.828,6.576

Fri Jan 29 08:33:55 2021,6.831,6.578

Fri Jan 29 08:34:38 2021,6.827,6.581

Fri Jan 29 08:35:21 2021,6.827,6.585

Fri Jan 29 08:36:04 2021,6.831,6.589

Fri Jan 29 08:36:47 2021,6.830,6.589

Fri Jan 29 08:37:30 2021,6.828,6.589

Fri Jan 29 08:38:13 2021,6.828,6.589

Fri Jan 29 08:38:56 2021,6.828,6.593

Fri Jan 29 08:39:39 2021,6.828,6.592

Fri Jan 29 08:40:22 2021,6.828,6.589

Fri Jan 29 08:41:05 2021,6.830,6.591

Fri Jan 29 08:41:48 2021,6.829,6.586

Fri Jan 29 08:42:31 2021,6.829,6.585

Fri Jan 29 08:43:14 2021,6.828,6.585

Fri Jan 29 08:43:57 2021,6.829,6.581

Fri Jan 29 08:44:40 2021,6.830,6.584

Fri Jan 29 08:45:23 2021,6.830,6.586

Fri Jan 29 08:46:06 2021,6.828,6.588

Fri Jan 29 08:46:49 2021,6.827,6.591

Fri Jan 29 08:47:32 2021,6.830,6.591

Fri Jan 29 08:48:15 2021,6.828,6.589

Fri Jan 29 08:48:58 2021,6.831,6.586

Fri Jan 29 08:49:41 2021,6.832,6.589

Fri Jan 29 08:50:24 2021,6.829,6.589

Fri Jan 29 08:51:07 2021,6.830,6.586

Fri Jan 29 08:51:50 2021,6.832,6.585

Fri Jan 29 08:52:33 2021,6.832,6.588

Fri Jan 29 08:53:16 2021,6.832,6.587

Fri Jan 29 08:53:59 2021,6.832,6.589

Fri Jan 29 08:54:41 2021,6.832,6.585

Fri Jan 29 08:55:24 2021,6.831,6.584

Fri Jan 29 08:56:07 2021,6.834,6.587

Fri Jan 29 08:56:50 2021,6.831,6.584

Fri Jan 29 08:57:33 2021,6.833,6.585

Fri Jan 29 08:58:16 2021,6.832,6.582

Fri Jan 29 08:58:59 2021,6.833,6.582

Fri Jan 29 08:59:42 2021,6.831,6.581

Fri Jan 29 09:00:25 2021,6.828,6.581

Fri Jan 29 09:01:08 2021,6.832,6.584

Fri Jan 29 09:01:51 2021,6.832,6.583

Fri Jan 29 09:02:34 2021,6.830,6.584

Fri Jan 29 09:03:17 2021,6.832,6.588

Fri Jan 29 09:04:00 2021,6.833,6.587

Fri Jan 29 09:04:43 2021,6.833,6.589

Fri Jan 29 09:05:26 2021,6.833,6.589

Fri Jan 29 09:06:09 2021,6.833,6.583

Fri Jan 29 09:06:52 2021,6.835,6.584

Fri Jan 29 09:07:35 2021,6.835,6.581

Fri Jan 29 09:08:18 2021,6.833,6.581

Fri Jan 29 09:09:01 2021,6.832,6.583

Fri Jan 29 09:09:44 2021,6.833,6.579

Fri Jan 29 09:10:27 2021,6.832,6.582

Fri Jan 29 09:11:10 2021,6.834,6.578

Fri Jan 29 09:11:53 2021,6.836,6.580

Fri Jan 29 09:12:36 2021,6.833,6.583

Fri Jan 29 09:13:19 2021,6.835,6.583

Fri Jan 29 09:14:02 2021,6.835,6.581

Fri Jan 29 09:14:45 2021,6.837,6.580

Fri Jan 29 09:15:28 2021,6.835,6.579

Fri Jan 29 09:16:11 2021,6.833,6.588

Fri Jan 29 09:16:54 2021,6.836,6.579

Fri Jan 29 09:17:37 2021,6.834,6.582

Fri Jan 29 09:18:19 2021,6.836,6.585

Fri Jan 29 09:19:02 2021,6.835,6.583

Fri Jan 29 09:19:45 2021,6.836,6.584

Fri Jan 29 09:20:28 2021,6.836,6.584

Fri Jan 29 09:21:11 2021,6.836,6.585

Fri Jan 29 09:21:54 2021,6.835,6.587

Fri Jan 29 09:22:37 2021,6.836,6.581

Fri Jan 29 09:23:20 2021,6.836,6.582

Fri Jan 29 09:24:03 2021,6.837,6.585

Fri Jan 29 09:24:46 2021,6.837,6.584

Fri Jan 29 09:25:29 2021,6.839,6.583

Fri Jan 29 09:26:12 2021,6.838,6.581

Fri Jan 29 09:26:55 2021,6.837,6.584

Fri Jan 29 09:27:38 2021,6.837,6.585

Fri Jan 29 09:28:21 2021,6.837,6.582

Fri Jan 29 09:29:04 2021,6.837,6.586

Fri Jan 29 09:29:47 2021,6.839,6.584

Fri Jan 29 09:30:30 2021,6.840,6.588

Fri Jan 29 09:31:13 2021,6.840,6.588

Fri Jan 29 09:31:56 2021,6.839,6.582

Fri Jan 29 09:32:39 2021,6.838,6.585

Fri Jan 29 09:33:22 2021,6.837,6.585

Fri Jan 29 09:34:05 2021,6.837,6.586

Fri Jan 29 09:34:48 2021,6.836,6.588

Fri Jan 29 09:35:31 2021,6.837,6.586

Fri Jan 29 09:36:14 2021,6.838,6.587

Fri Jan 29 09:36:57 2021,6.838,6.588

Fri Jan 29 09:37:39 2021,6.836,6.586

Fri Jan 29 09:38:22 2021,6.836,6.588

Fri Jan 29 09:39:05 2021,6.839,6.590

Fri Jan 29 09:39:48 2021,6.839,6.589

Fri Jan 29 09:40:31 2021,6.839,6.589

Fri Jan 29 09:41:14 2021,6.837,6.589

Fri Jan 29 09:41:57 2021,6.837,6.587

Fri Jan 29 09:42:40 2021,6.838,6.589

Fri Jan 29 09:43:23 2021,6.834,6.588

Fri Jan 29 09:44:06 2021,6.837,6.589

Fri Jan 29 09:44:49 2021,6.839,6.586

Fri Jan 29 09:45:32 2021,6.839,6.589

Fri Jan 29 09:46:15 2021,6.839,6.589

Fri Jan 29 09:46:58 2021,6.839,6.589

Fri Jan 29 09:47:41 2021,6.841,6.593

Fri Jan 29 09:48:24 2021,6.841,6.591

Fri Jan 29 09:49:07 2021,6.841,6.591

Fri Jan 29 09:49:50 2021,6.838,6.592

Fri Jan 29 09:50:33 2021,6.837,6.593

Fri Jan 29 09:51:16 2021,6.837,6.592

Fri Jan 29 09:51:59 2021,6.838,6.594

Fri Jan 29 09:52:42 2021,6.835,6.595

Fri Jan 29 09:53:25 2021,6.837,6.596

Fri Jan 29 09:54:08 2021,6.836,6.590

Fri Jan 29 09:54:51 2021,6.839,6.590

Fri Jan 29 09:55:34 2021,6.839,6.590

Fri Jan 29 09:56:16 2021,6.837,6.593

Fri Jan 29 09:56:59 2021,6.836,6.599

Fri Jan 29 09:57:42 2021,6.837,6.595

Fri Jan 29 09:58:25 2021,6.836,6.593

Fri Jan 29 09:59:08 2021,6.837,6.596

Fri Jan 29 09:59:51 2021,6.837,6.595

Fri Jan 29 10:00:34 2021,6.837,6.594

Fri Jan 29 10:01:17 2021,6.837,6.595

Fri Jan 29 10:02:00 2021,6.837,6.594

Fri Jan 29 10:02:43 2021,6.838,6.595

Fri Jan 29 10:03:26 2021,6.838,6.594

Fri Jan 29 10:04:09 2021,6.839,6.595

Fri Jan 29 10:04:52 2021,6.838,6.595

Fri Jan 29 10:05:35 2021,6.837,6.593

Fri Jan 29 10:06:18 2021,6.838,6.594

Fri Jan 29 10:07:01 2021,6.837,6.597

Fri Jan 29 10:07:44 2021,6.834,6.594

Fri Jan 29 10:08:27 2021,6.836,6.594

Fri Jan 29 10:09:10 2021,6.839,6.593

Fri Jan 29 10:09:53 2021,6.837,6.594

Fri Jan 29 10:10:36 2021,6.837,6.595

Fri Jan 29 10:11:19 2021,6.838,6.593

Fri Jan 29 10:12:02 2021,6.837,6.595

Fri Jan 29 10:12:45 2021,6.837,6.597

Fri Jan 29 10:13:28 2021,6.836,6.599

Fri Jan 29 10:14:11 2021,6.838,6.599

Fri Jan 29 10:14:53 2021,6.838,6.596

Fri Jan 29 10:15:36 2021,6.837,6.595

Fri Jan 29 10:16:19 2021,6.834,6.596

Fri Jan 29 10:17:02 2021,6.834,6.595

Fri Jan 29 10:17:45 2021,6.834,6.596

Fri Jan 29 10:18:28 2021,6.837,6.595

Fri Jan 29 10:19:11 2021,6.835,6.593

Fri Jan 29 10:19:54 2021,6.836,6.594

Fri Jan 29 10:20:37 2021,6.837,6.592

Fri Jan 29 10:21:20 2021,6.837,6.596

Fri Jan 29 10:22:03 2021,6.834,6.595

Fri Jan 29 10:22:46 2021,6.836,6.595

Fri Jan 29 10:23:29 2021,6.836,6.593

Fri Jan 29 10:24:12 2021,6.832,6.595

Fri Jan 29 10:24:55 2021,6.834,6.598

Fri Jan 29 10:25:38 2021,6.835,6.596

Fri Jan 29 10:26:21 2021,6.836,6.597

Fri Jan 29 10:27:04 2021,6.835,6.599

Fri Jan 29 10:27:47 2021,6.835,6.596

Fri Jan 29 10:28:30 2021,6.834,6.594

Fri Jan 29 10:29:13 2021,6.834,6.596

Fri Jan 29 10:29:56 2021,6.835,6.597

Fri Jan 29 10:30:39 2021,6.834,6.596

Fri Jan 29 10:31:22 2021,6.836,6.595

Fri Jan 29 10:32:05 2021,6.835,6.594

Fri Jan 29 10:32:48 2021,6.837,6.593

Fri Jan 29 10:33:31 2021,6.836,6.595

Fri Jan 29 10:34:13 2021,6.833,6.590

Fri Jan 29 10:34:56 2021,6.834,6.591

Fri Jan 29 10:35:39 2021,6.834,6.593

Fri Jan 29 10:36:22 2021,6.834,6.589

Fri Jan 29 10:37:05 2021,6.835,6.590

Fri Jan 29 10:37:48 2021,6.834,6.589

Fri Jan 29 10:38:31 2021,6.835,6.596

Fri Jan 29 10:39:14 2021,6.834,6.594

Fri Jan 29 10:39:57 2021,6.836,6.595

Fri Jan 29 10:40:40 2021,6.834,6.595

Fri Jan 29 10:41:23 2021,6.833,6.593

Fri Jan 29 10:42:06 2021,6.834,6.593

Fri Jan 29 10:42:49 2021,6.830,6.593

Fri Jan 29 10:43:32 2021,6.834,6.594

Fri Jan 29 10:44:15 2021,6.835,6.593

Fri Jan 29 10:44:58 2021,6.832,6.596

Fri Jan 29 10:45:41 2021,6.833,6.595

Fri Jan 29 10:46:24 2021,6.833,6.595

Fri Jan 29 10:47:07 2021,6.834,6.599

Fri Jan 29 10:47:50 2021,6.833,6.598

Fri Jan 29 10:48:33 2021,6.834,6.600

Fri Jan 29 10:49:16 2021,6.834,6.599

Fri Jan 29 10:49:59 2021,6.835,6.602

Fri Jan 29 10:50:42 2021,6.836,6.599

Fri Jan 29 10:51:25 2021,6.833,6.594

Fri Jan 29 10:52:08 2021,6.833,6.596

Fri Jan 29 10:52:51 2021,6.832,6.596

Fri Jan 29 10:53:34 2021,6.833,6.596

Fri Jan 29 10:54:17 2021,6.832,6.597

Fri Jan 29 10:55:00 2021,6.834,6.599

Fri Jan 29 10:55:43 2021,6.832,6.603

Fri Jan 29 10:56:25 2021,6.832,6.601

Fri Jan 29 10:57:08 2021,6.834,6.597

Fri Jan 29 10:57:51 2021,6.833,6.604

Fri Jan 29 10:58:34 2021,6.837,6.602

Fri Jan 29 10:59:17 2021,6.834,6.600

Fri Jan 29 11:00:00 2021,6.836,6.603

Fri Jan 29 11:00:43 2021,6.834,6.601

Fri Jan 29 11:01:26 2021,6.836,6.599

Fri Jan 29 11:02:09 2021,6.836,6.599

Fri Jan 29 11:02:52 2021,6.834,6.593

Fri Jan 29 11:03:35 2021,6.832,6.596

Fri Jan 29 11:04:18 2021,6.833,6.597

Fri Jan 29 11:05:01 2021,6.836,6.601

Fri Jan 29 11:05:44 2021,6.835,6.600

Fri Jan 29 11:06:27 2021,6.833,6.599

Fri Jan 29 11:07:10 2021,6.835,6.604

Fri Jan 29 11:07:53 2021,6.833,6.604

Fri Jan 29 11:08:36 2021,6.832,6.606

Fri Jan 29 11:09:19 2021,6.834,6.605

Fri Jan 29 11:10:02 2021,6.833,6.604

Fri Jan 29 11:10:45 2021,6.831,6.604

Fri Jan 29 11:11:28 2021,6.833,6.603

Fri Jan 29 11:12:11 2021,6.833,6.603

Fri Jan 29 11:12:54 2021,6.834,6.603

Fri Jan 29 11:13:37 2021,6.834,6.609

Fri Jan 29 11:14:20 2021,6.832,6.604

Fri Jan 29 11:15:03 2021,6.832,6.605

Fri Jan 29 11:15:46 2021,6.831,6.605

Fri Jan 29 11:16:29 2021,6.833,6.606

Fri Jan 29 11:17:12 2021,6.833,6.607

Fri Jan 29 11:17:55 2021,6.834,6.606

Fri Jan 29 11:18:38 2021,6.833,6.605

Fri Jan 29 11:19:21 2021,6.834,6.605

Fri Jan 29 11:20:04 2021,6.838,6.606

Fri Jan 29 11:20:46 2021,6.835,6.604

Fri Jan 29 11:21:29 2021,6.834,6.605

Fri Jan 29 11:22:12 2021,6.833,6.605

Fri Jan 29 11:22:55 2021,6.836,6.608

Fri Jan 29 11:23:38 2021,6.835,6.609

Fri Jan 29 11:24:21 2021,6.833,6.605

Fri Jan 29 11:25:04 2021,6.834,6.607

Fri Jan 29 11:25:47 2021,6.835,6.604

Fri Jan 29 11:26:30 2021,6.831,6.604

Fri Jan 29 11:27:13 2021,6.834,6.607

Fri Jan 29 11:27:56 2021,6.833,6.607

Fri Jan 29 11:28:39 2021,6.832,6.605

Fri Jan 29 11:29:22 2021,6.833,6.607

Fri Jan 29 11:30:05 2021,6.832,6.606

Fri Jan 29 11:30:48 2021,6.832,6.607

Fri Jan 29 11:31:31 2021,6.833,6.609

Fri Jan 29 11:32:14 2021,6.831,6.608

Fri Jan 29 11:32:57 2021,6.834,6.606

Fri Jan 29 11:33:40 2021,6.831,6.608

Fri Jan 29 11:34:23 2021,6.831,6.609

Fri Jan 29 11:35:06 2021,6.832,6.610

