date, s2, s1

Sun Jan 31 02:33:09 2021,6.760,6.598

Sun Jan 31 02:33:52 2021,6.761,6.595

Sun Jan 31 02:34:35 2021,6.761,6.597

Sun Jan 31 02:35:18 2021,6.760,6.598

Sun Jan 31 02:36:01 2021,6.759,6.599

Sun Jan 31 02:36:44 2021,6.762,6.598

Sun Jan 31 02:37:27 2021,6.762,6.600

Sun Jan 31 02:38:10 2021,6.760,6.598

Sun Jan 31 02:38:53 2021,6.760,6.599

Sun Jan 31 02:39:36 2021,6.761,6.598

Sun Jan 31 02:40:19 2021,6.761,6.598

Sun Jan 31 02:41:02 2021,6.761,6.599

Sun Jan 31 02:41:45 2021,6.761,6.600

Sun Jan 31 02:42:28 2021,6.760,6.601

Sun Jan 31 02:43:11 2021,6.760,6.603

Sun Jan 31 02:43:54 2021,6.761,6.605

Sun Jan 31 02:44:37 2021,6.761,6.605

Sun Jan 31 02:45:20 2021,6.761,6.606

Sun Jan 31 02:46:03 2021,6.761,6.609

Sun Jan 31 02:46:46 2021,6.764,6.608

Sun Jan 31 02:47:29 2021,6.763,6.608

Sun Jan 31 02:48:12 2021,6.762,6.608

Sun Jan 31 02:48:55 2021,6.762,6.611

Sun Jan 31 02:49:38 2021,6.763,6.611

Sun Jan 31 02:50:21 2021,6.764,6.608

Sun Jan 31 02:51:04 2021,6.765,6.609

Sun Jan 31 02:51:47 2021,6.763,6.608

Sun Jan 31 02:52:29 2021,6.765,6.609

Sun Jan 31 02:53:12 2021,6.767,6.610

Sun Jan 31 02:53:55 2021,6.765,6.608

Sun Jan 31 02:54:38 2021,6.767,6.609

Sun Jan 31 02:55:21 2021,6.766,6.608

Sun Jan 31 02:56:04 2021,6.765,6.608

Sun Jan 31 02:56:47 2021,6.765,6.606

Sun Jan 31 02:57:30 2021,6.766,6.607

Sun Jan 31 02:58:13 2021,6.766,6.607

Sun Jan 31 02:58:56 2021,6.766,6.605

Sun Jan 31 02:59:39 2021,6.765,6.605

Sun Jan 31 03:00:22 2021,6.766,6.605

Sun Jan 31 03:01:05 2021,6.765,6.606

Sun Jan 31 03:01:48 2021,6.767,6.606

Sun Jan 31 03:02:31 2021,6.767,6.607

Sun Jan 31 03:03:14 2021,6.766,6.606

Sun Jan 31 03:03:57 2021,6.768,6.607

Sun Jan 31 03:04:40 2021,6.768,6.608

Sun Jan 31 03:05:23 2021,6.770,6.608

Sun Jan 31 03:06:06 2021,6.769,6.607

Sun Jan 31 03:06:49 2021,6.770,6.611

Sun Jan 31 03:07:32 2021,6.771,6.610

Sun Jan 31 03:08:15 2021,6.771,6.611

Sun Jan 31 03:08:58 2021,6.772,6.610

Sun Jan 31 03:09:41 2021,6.772,6.610

Sun Jan 31 03:10:24 2021,6.770,6.611

Sun Jan 31 03:11:07 2021,6.773,6.610

Sun Jan 31 03:11:50 2021,6.772,6.611

Sun Jan 31 03:12:33 2021,6.772,6.610

Sun Jan 31 03:13:16 2021,6.771,6.609

Sun Jan 31 03:13:59 2021,6.770,6.610

Sun Jan 31 03:14:42 2021,6.772,6.611

Sun Jan 31 03:15:25 2021,6.773,6.610

Sun Jan 31 03:16:08 2021,6.776,6.609

Sun Jan 31 03:16:51 2021,6.773,6.610

Sun Jan 31 03:17:34 2021,6.773,6.612

Sun Jan 31 03:18:17 2021,6.771,6.613

Sun Jan 31 03:19:00 2021,6.772,6.611

Sun Jan 31 03:19:43 2021,6.772,6.614

Sun Jan 31 03:20:26 2021,6.773,6.614

Sun Jan 31 03:21:09 2021,6.773,6.613

Sun Jan 31 03:21:52 2021,6.774,6.614

Sun Jan 31 03:22:34 2021,6.773,6.616

Sun Jan 31 03:23:17 2021,6.774,6.617

Sun Jan 31 03:24:00 2021,6.773,6.617

Sun Jan 31 03:24:43 2021,6.773,6.618

Sun Jan 31 03:25:26 2021,6.774,6.619

Sun Jan 31 03:26:09 2021,6.775,6.617

Sun Jan 31 03:26:52 2021,6.774,6.619

Sun Jan 31 03:27:35 2021,6.775,6.620

Sun Jan 31 03:28:18 2021,6.773,6.621

Sun Jan 31 03:29:01 2021,6.773,6.620

Sun Jan 31 03:29:44 2021,6.775,6.621

Sun Jan 31 03:30:27 2021,6.774,6.620

Sun Jan 31 03:31:10 2021,6.774,6.619

Sun Jan 31 03:31:53 2021,6.776,6.620

Sun Jan 31 03:32:36 2021,6.776,6.621

Sun Jan 31 03:33:19 2021,6.775,6.621

Sun Jan 31 03:34:02 2021,6.775,6.620

Sun Jan 31 03:34:45 2021,6.777,6.621

Sun Jan 31 03:35:28 2021,6.776,6.620

Sun Jan 31 03:36:11 2021,6.777,6.618

Sun Jan 31 03:36:54 2021,6.775,6.618

Sun Jan 31 03:37:37 2021,6.777,6.619

Sun Jan 31 03:38:20 2021,6.775,6.618

Sun Jan 31 03:39:03 2021,6.776,6.619

Sun Jan 31 03:39:46 2021,6.774,6.618

Sun Jan 31 03:40:29 2021,6.775,6.620

Sun Jan 31 03:41:12 2021,6.776,6.619

Sun Jan 31 03:41:55 2021,6.778,6.618

Sun Jan 31 03:42:38 2021,6.777,6.618

Sun Jan 31 03:43:21 2021,6.777,6.617

Sun Jan 31 03:44:04 2021,6.777,6.615

Sun Jan 31 03:44:47 2021,6.777,6.619

Sun Jan 31 03:45:30 2021,6.776,6.619

Sun Jan 31 03:46:13 2021,6.776,6.619

Sun Jan 31 03:46:56 2021,6.777,6.616

Sun Jan 31 03:47:39 2021,6.776,6.619

Sun Jan 31 03:48:22 2021,6.776,6.616

Sun Jan 31 03:49:05 2021,6.777,6.617

Sun Jan 31 03:49:48 2021,6.778,6.620

Sun Jan 31 03:50:31 2021,6.777,6.618

Sun Jan 31 03:51:14 2021,6.778,6.617

Sun Jan 31 03:51:57 2021,6.777,6.618

Sun Jan 31 03:52:40 2021,6.778,6.616

Sun Jan 31 03:53:23 2021,6.778,6.614

Sun Jan 31 03:54:06 2021,6.778,6.614

Sun Jan 31 03:54:49 2021,6.778,6.616

Sun Jan 31 03:55:32 2021,6.777,6.616

Sun Jan 31 03:56:15 2021,6.778,6.616

Sun Jan 31 03:56:58 2021,6.777,6.615

Sun Jan 31 03:57:41 2021,6.777,6.614

Sun Jan 31 03:58:24 2021,6.779,6.615

Sun Jan 31 03:59:07 2021,6.778,6.615

Sun Jan 31 03:59:50 2021,6.779,6.615

Sun Jan 31 04:00:33 2021,6.779,6.616

Sun Jan 31 04:01:16 2021,6.779,6.615

Sun Jan 31 04:01:59 2021,6.778,6.614

Sun Jan 31 04:02:42 2021,6.778,6.613

Sun Jan 31 04:03:25 2021,6.778,6.612

Sun Jan 31 04:04:08 2021,6.780,6.613

Sun Jan 31 04:04:51 2021,6.780,6.610

Sun Jan 31 04:05:34 2021,6.780,6.611

Sun Jan 31 04:06:17 2021,6.779,6.609

Sun Jan 31 04:06:59 2021,6.779,6.610

Sun Jan 31 04:07:42 2021,6.779,6.612

Sun Jan 31 04:08:25 2021,6.779,6.612

Sun Jan 31 04:09:08 2021,6.779,6.612

Sun Jan 31 04:09:51 2021,6.778,6.612

Sun Jan 31 04:10:34 2021,6.780,6.614

Sun Jan 31 04:11:17 2021,6.781,6.615

Sun Jan 31 04:12:00 2021,6.781,6.613

Sun Jan 31 04:12:43 2021,6.778,6.615

Sun Jan 31 04:13:26 2021,6.778,6.620

Sun Jan 31 04:14:09 2021,6.779,6.620

Sun Jan 31 04:14:52 2021,6.777,6.621

Sun Jan 31 04:15:35 2021,6.778,6.623

Sun Jan 31 04:16:18 2021,6.777,6.623

Sun Jan 31 04:17:01 2021,6.779,6.625

Sun Jan 31 04:17:44 2021,6.780,6.627

Sun Jan 31 04:18:27 2021,6.778,6.627

Sun Jan 31 04:19:10 2021,6.778,6.625

Sun Jan 31 04:19:53 2021,6.778,6.625

Sun Jan 31 04:20:36 2021,6.778,6.627

Sun Jan 31 04:21:19 2021,6.776,6.626

Sun Jan 31 04:22:02 2021,6.776,6.628

Sun Jan 31 04:22:45 2021,6.778,6.628

Sun Jan 31 04:23:28 2021,6.776,6.629

Sun Jan 31 04:24:11 2021,6.777,6.629

Sun Jan 31 04:24:54 2021,6.777,6.629

Sun Jan 31 04:25:36 2021,6.777,6.629

Sun Jan 31 04:26:19 2021,6.779,6.628

Sun Jan 31 04:27:02 2021,6.777,6.630

Sun Jan 31 04:27:45 2021,6.778,6.628

Sun Jan 31 04:28:28 2021,6.776,6.631

Sun Jan 31 04:29:11 2021,6.778,6.631

Sun Jan 31 04:29:54 2021,6.776,6.630

Sun Jan 31 04:30:37 2021,6.777,6.630

Sun Jan 31 04:31:20 2021,6.778,6.631

Sun Jan 31 04:32:03 2021,6.781,6.631

Sun Jan 31 04:32:46 2021,6.779,6.632

Sun Jan 31 04:33:29 2021,6.778,6.632

Sun Jan 31 04:34:12 2021,6.777,6.632

Sun Jan 31 04:34:55 2021,6.778,6.631

Sun Jan 31 04:35:38 2021,6.779,6.631

Sun Jan 31 04:36:21 2021,6.778,6.630

Sun Jan 31 04:37:04 2021,6.778,6.631

Sun Jan 31 04:37:47 2021,6.778,6.630

Sun Jan 31 04:38:30 2021,6.778,6.631

Sun Jan 31 04:39:13 2021,6.780,6.632

Sun Jan 31 04:39:56 2021,6.778,6.630

Sun Jan 31 04:40:39 2021,6.779,6.631

Sun Jan 31 04:41:22 2021,6.777,6.629

Sun Jan 31 04:42:05 2021,6.777,6.631

Sun Jan 31 04:42:48 2021,6.776,6.631

Sun Jan 31 04:43:31 2021,6.776,6.632

Sun Jan 31 04:44:14 2021,6.775,6.634

Sun Jan 31 04:44:57 2021,6.776,6.634

Sun Jan 31 04:45:40 2021,6.777,6.633

Sun Jan 31 04:46:23 2021,6.777,6.635

Sun Jan 31 04:47:06 2021,6.775,6.634

Sun Jan 31 04:47:49 2021,6.775,6.634

Sun Jan 31 04:48:32 2021,6.777,6.634

Sun Jan 31 04:49:15 2021,6.778,6.634

Sun Jan 31 04:49:58 2021,6.776,6.632

Sun Jan 31 04:50:41 2021,6.776,6.632

Sun Jan 31 04:51:24 2021,6.776,6.634

Sun Jan 31 04:52:07 2021,6.778,6.633

Sun Jan 31 04:52:50 2021,6.778,6.634

Sun Jan 31 04:53:33 2021,6.778,6.634

Sun Jan 31 04:54:16 2021,6.777,6.637

Sun Jan 31 04:54:59 2021,6.777,6.637

Sun Jan 31 04:55:42 2021,6.776,6.633

Sun Jan 31 04:56:25 2021,6.775,6.635

Sun Jan 31 04:57:08 2021,6.776,6.636

Sun Jan 31 04:57:51 2021,6.776,6.635

Sun Jan 31 04:58:34 2021,6.776,6.637

Sun Jan 31 04:59:17 2021,6.776,6.636

Sun Jan 31 05:00:00 2021,6.774,6.637

Sun Jan 31 05:00:43 2021,6.776,6.636

Sun Jan 31 05:01:26 2021,6.776,6.638

Sun Jan 31 05:02:09 2021,6.776,6.638

Sun Jan 31 05:02:52 2021,6.776,6.637

Sun Jan 31 05:03:35 2021,6.777,6.637

Sun Jan 31 05:04:18 2021,6.776,6.638

Sun Jan 31 05:05:01 2021,6.777,6.638

Sun Jan 31 05:05:44 2021,6.775,6.639

Sun Jan 31 05:06:27 2021,6.775,6.640

Sun Jan 31 05:07:10 2021,6.775,6.638

Sun Jan 31 05:07:53 2021,6.775,6.637

Sun Jan 31 05:08:36 2021,6.775,6.637

Sun Jan 31 05:09:19 2021,6.775,6.638

Sun Jan 31 05:10:02 2021,6.777,6.637

Sun Jan 31 05:10:45 2021,6.775,6.640

Sun Jan 31 05:11:28 2021,6.776,6.640

Sun Jan 31 05:12:11 2021,6.775,6.640

Sun Jan 31 05:12:54 2021,6.776,6.640

Sun Jan 31 05:13:37 2021,6.776,6.642

Sun Jan 31 05:14:20 2021,6.776,6.644

Sun Jan 31 05:15:03 2021,6.765,6.641

Sun Jan 31 05:15:46 2021,6.776,6.641

Sun Jan 31 05:16:29 2021,6.775,6.641

Sun Jan 31 05:17:12 2021,6.776,6.643

Sun Jan 31 05:17:55 2021,6.777,6.644

Sun Jan 31 05:18:38 2021,6.775,6.644

Sun Jan 31 05:19:21 2021,6.776,6.643

Sun Jan 31 05:20:04 2021,6.775,6.645

Sun Jan 31 05:20:47 2021,6.772,6.643

Sun Jan 31 05:21:30 2021,6.773,6.642

Sun Jan 31 05:22:13 2021,6.776,6.644

Sun Jan 31 05:22:56 2021,6.775,6.644

Sun Jan 31 05:23:39 2021,6.775,6.646

Sun Jan 31 05:24:22 2021,6.776,6.644

Sun Jan 31 05:25:05 2021,6.777,6.644

Sun Jan 31 05:25:48 2021,6.777,6.642

Sun Jan 31 05:26:31 2021,6.775,6.645

Sun Jan 31 05:27:14 2021,6.775,6.644

Sun Jan 31 05:27:57 2021,6.776,6.645

Sun Jan 31 05:28:40 2021,6.775,6.644

Sun Jan 31 05:29:23 2021,6.776,6.644

Sun Jan 31 05:30:06 2021,6.774,6.644

Sun Jan 31 05:30:49 2021,6.775,6.646

Sun Jan 31 05:31:32 2021,6.776,6.648

Sun Jan 31 05:32:15 2021,6.778,6.647

Sun Jan 31 05:32:58 2021,6.778,6.648

Sun Jan 31 05:33:41 2021,6.776,6.646

Sun Jan 31 05:34:24 2021,6.776,6.648

Sun Jan 31 05:35:07 2021,6.775,6.648

Sun Jan 31 05:35:50 2021,6.777,6.648

Sun Jan 31 05:36:33 2021,6.775,6.648

Sun Jan 31 05:37:16 2021,6.776,6.648

Sun Jan 31 05:37:59 2021,6.776,6.649

Sun Jan 31 05:38:42 2021,6.776,6.649

Sun Jan 31 05:39:25 2021,6.777,6.649

Sun Jan 31 05:40:08 2021,6.774,6.650

Sun Jan 31 05:40:51 2021,6.776,6.649

Sun Jan 31 05:41:34 2021,6.775,6.648

Sun Jan 31 05:42:17 2021,6.776,6.650

Sun Jan 31 05:43:00 2021,6.775,6.651

Sun Jan 31 05:43:43 2021,6.774,6.651

Sun Jan 31 05:44:26 2021,6.776,6.651

Sun Jan 31 05:45:09 2021,6.774,6.651

Sun Jan 31 05:45:52 2021,6.776,6.649

Sun Jan 31 05:46:35 2021,6.777,6.651

Sun Jan 31 05:47:18 2021,6.776,6.651

Sun Jan 31 05:48:01 2021,6.778,6.648

Sun Jan 31 05:48:44 2021,6.777,6.648

Sun Jan 31 05:49:27 2021,6.777,6.648

Sun Jan 31 05:50:10 2021,6.777,6.649

Sun Jan 31 05:50:53 2021,6.777,6.649

Sun Jan 31 05:51:36 2021,6.779,6.649

Sun Jan 31 05:52:19 2021,6.776,6.648

Sun Jan 31 05:53:02 2021,6.776,6.650

Sun Jan 31 05:53:45 2021,6.778,6.650

Sun Jan 31 05:54:28 2021,6.779,6.650

Sun Jan 31 05:55:11 2021,6.777,6.650

Sun Jan 31 05:55:54 2021,6.777,6.649

Sun Jan 31 05:56:37 2021,6.776,6.652

Sun Jan 31 05:57:20 2021,6.777,6.651

Sun Jan 31 05:58:03 2021,6.776,6.649

Sun Jan 31 05:58:46 2021,6.779,6.650

Sun Jan 31 05:59:29 2021,6.778,6.652

Sun Jan 31 06:00:12 2021,6.777,6.650

Sun Jan 31 06:00:55 2021,6.777,6.650

Sun Jan 31 06:01:38 2021,6.779,6.648

Sun Jan 31 06:02:21 2021,6.779,6.651

Sun Jan 31 06:03:04 2021,6.778,6.651

Sun Jan 31 06:03:47 2021,6.778,6.650

Sun Jan 31 06:04:30 2021,6.777,6.651

Sun Jan 31 06:05:13 2021,6.778,6.651

Sun Jan 31 06:05:56 2021,6.778,6.649

Sun Jan 31 06:06:39 2021,6.778,6.650

Sun Jan 31 06:07:22 2021,6.778,6.651

Sun Jan 31 06:08:05 2021,6.780,6.652

Sun Jan 31 06:08:48 2021,6.782,6.652

Sun Jan 31 06:09:31 2021,6.779,6.653

Sun Jan 31 06:10:14 2021,6.781,6.649

Sun Jan 31 06:10:57 2021,6.780,6.652

Sun Jan 31 06:11:40 2021,6.779,6.653

Sun Jan 31 06:12:23 2021,6.781,6.650

Sun Jan 31 06:13:06 2021,6.781,6.654

Sun Jan 31 06:13:49 2021,6.781,6.652

Sun Jan 31 06:14:32 2021,6.782,6.651

Sun Jan 31 06:15:15 2021,6.782,6.652

Sun Jan 31 06:15:58 2021,6.780,6.654

Sun Jan 31 06:16:41 2021,6.783,6.651

Sun Jan 31 06:17:24 2021,6.782,6.654

Sun Jan 31 06:18:07 2021,6.782,6.656

Sun Jan 31 06:18:50 2021,6.781,6.655

Sun Jan 31 06:19:33 2021,6.781,6.654

Sun Jan 31 06:20:16 2021,6.782,6.656

Sun Jan 31 06:20:59 2021,6.781,6.657

Sun Jan 31 06:21:42 2021,6.783,6.658

Sun Jan 31 06:22:25 2021,6.784,6.662

Sun Jan 31 06:23:08 2021,6.784,6.664

Sun Jan 31 06:23:51 2021,6.783,6.665

Sun Jan 31 06:24:34 2021,6.783,6.663

Sun Jan 31 06:25:17 2021,6.783,6.662

Sun Jan 31 06:26:00 2021,6.783,6.661

Sun Jan 31 06:26:43 2021,6.782,6.663

Sun Jan 31 06:27:26 2021,6.785,6.663

Sun Jan 31 06:28:09 2021,6.788,6.660

Sun Jan 31 06:28:52 2021,6.789,6.665

Sun Jan 31 06:29:35 2021,6.791,6.660

Sun Jan 31 06:30:18 2021,6.793,6.661

Sun Jan 31 06:31:01 2021,6.793,6.660

Sun Jan 31 06:31:44 2021,6.794,6.660

Sun Jan 31 06:32:27 2021,6.795,6.660

Sun Jan 31 06:33:10 2021,6.793,6.658

Sun Jan 31 06:33:53 2021,6.792,6.658

Sun Jan 31 06:34:36 2021,6.792,6.658

Sun Jan 31 06:35:20 2021,6.791,6.658

Sun Jan 31 06:36:03 2021,6.789,6.659

Sun Jan 31 06:36:46 2021,6.788,6.656

Sun Jan 31 06:37:29 2021,6.788,6.659

Sun Jan 31 06:38:12 2021,6.788,6.660

Sun Jan 31 06:38:55 2021,6.787,6.658

Sun Jan 31 06:39:38 2021,6.786,6.656

Sun Jan 31 06:40:21 2021,6.785,6.655

Sun Jan 31 06:41:04 2021,6.782,6.655

Sun Jan 31 06:41:47 2021,6.782,6.655

Sun Jan 31 06:42:30 2021,6.782,6.655

Sun Jan 31 06:43:13 2021,6.783,6.650

Sun Jan 31 06:43:56 2021,6.782,6.651

Sun Jan 31 06:44:39 2021,6.781,6.655

Sun Jan 31 06:45:22 2021,6.779,6.652

Sun Jan 31 06:46:05 2021,6.779,6.650

Sun Jan 31 06:46:48 2021,6.782,6.651

Sun Jan 31 06:47:31 2021,6.781,6.653

Sun Jan 31 06:48:14 2021,6.781,6.654

Sun Jan 31 06:48:57 2021,6.781,6.654

Sun Jan 31 06:49:40 2021,6.779,6.655

Sun Jan 31 06:50:23 2021,6.782,6.652

Sun Jan 31 06:51:06 2021,6.781,6.656

Sun Jan 31 06:51:49 2021,6.778,6.655

Sun Jan 31 06:52:32 2021,6.777,6.655

Sun Jan 31 06:53:15 2021,6.780,6.655

Sun Jan 31 06:53:58 2021,6.780,6.655

Sun Jan 31 06:54:41 2021,6.780,6.654

Sun Jan 31 06:55:24 2021,6.779,6.653

Sun Jan 31 06:56:07 2021,6.778,6.654

Sun Jan 31 06:56:50 2021,6.782,6.653

Sun Jan 31 06:57:33 2021,6.782,6.656

Sun Jan 31 06:58:16 2021,6.781,6.656

Sun Jan 31 06:58:59 2021,6.781,6.656

Sun Jan 31 06:59:42 2021,6.781,6.655

Sun Jan 31 07:00:26 2021,6.781,6.657

Sun Jan 31 07:01:09 2021,6.782,6.658

Sun Jan 31 07:01:52 2021,6.781,6.657

Sun Jan 31 07:02:35 2021,6.783,6.657

Sun Jan 31 07:03:18 2021,6.779,6.657

Sun Jan 31 07:04:01 2021,6.779,6.655

Sun Jan 31 07:04:44 2021,6.782,6.654

Sun Jan 31 07:05:27 2021,6.781,6.655

Sun Jan 31 07:06:10 2021,6.780,6.655

Sun Jan 31 07:06:53 2021,6.782,6.654

Sun Jan 31 07:07:36 2021,6.781,6.656

Sun Jan 31 07:08:19 2021,6.782,6.656

Sun Jan 31 07:09:02 2021,6.779,6.657

Sun Jan 31 07:09:45 2021,6.778,6.658

Sun Jan 31 07:10:28 2021,6.780,6.657

Sun Jan 31 07:11:11 2021,6.783,6.658

Sun Jan 31 07:11:54 2021,6.780,6.654

Sun Jan 31 07:12:37 2021,6.779,6.656

Sun Jan 31 07:13:20 2021,6.781,6.656

Sun Jan 31 07:14:03 2021,6.779,6.656

Sun Jan 31 07:14:46 2021,6.779,6.658

Sun Jan 31 07:15:29 2021,6.781,6.660

Sun Jan 31 07:16:12 2021,6.779,6.658

Sun Jan 31 07:16:55 2021,6.781,6.659

Sun Jan 31 07:17:38 2021,6.782,6.660

Sun Jan 31 07:18:21 2021,6.777,6.659

Sun Jan 31 07:19:05 2021,6.779,6.656

Sun Jan 31 07:19:48 2021,6.778,6.659

Sun Jan 31 07:20:31 2021,6.780,6.660

Sun Jan 31 07:21:14 2021,6.782,6.658

Sun Jan 31 07:21:57 2021,6.781,6.659

Sun Jan 31 07:22:40 2021,6.778,6.660

Sun Jan 31 07:23:23 2021,6.781,6.659

Sun Jan 31 07:24:06 2021,6.780,6.660

Sun Jan 31 07:24:49 2021,6.782,6.658

Sun Jan 31 07:25:32 2021,6.778,6.658

Sun Jan 31 07:26:15 2021,6.779,6.658

Sun Jan 31 07:26:58 2021,6.779,6.659

Sun Jan 31 07:27:41 2021,6.777,6.657

Sun Jan 31 07:28:24 2021,6.777,6.660

Sun Jan 31 07:29:07 2021,6.777,6.659

Sun Jan 31 07:29:50 2021,6.779,6.660

Sun Jan 31 07:30:33 2021,6.776,6.660

Sun Jan 31 07:31:16 2021,6.781,6.659

Sun Jan 31 07:31:59 2021,6.779,6.660

Sun Jan 31 07:32:42 2021,6.777,6.659

Sun Jan 31 07:33:25 2021,6.778,6.659

Sun Jan 31 07:34:08 2021,6.781,6.660

Sun Jan 31 07:34:51 2021,6.779,6.658

Sun Jan 31 07:35:35 2021,6.777,6.658

Sun Jan 31 07:36:18 2021,6.776,6.658

Sun Jan 31 07:37:01 2021,6.778,6.659

Sun Jan 31 07:37:44 2021,6.778,6.661

Sun Jan 31 07:38:27 2021,6.777,6.659

Sun Jan 31 07:39:10 2021,6.779,6.661

Sun Jan 31 07:39:53 2021,6.779,6.659

Sun Jan 31 07:40:36 2021,6.777,6.661

Sun Jan 31 07:41:19 2021,6.776,6.660

Sun Jan 31 07:42:02 2021,6.779,6.659

Sun Jan 31 07:42:45 2021,6.778,6.659

Sun Jan 31 07:43:28 2021,6.780,6.658

Sun Jan 31 07:44:11 2021,6.779,6.658

Sun Jan 31 07:44:54 2021,6.779,6.658

Sun Jan 31 07:45:37 2021,6.781,6.657

Sun Jan 31 07:46:20 2021,6.779,6.658

Sun Jan 31 07:47:03 2021,6.779,6.658

Sun Jan 31 07:47:46 2021,6.779,6.659

Sun Jan 31 07:48:29 2021,6.781,6.660

Sun Jan 31 07:49:12 2021,6.778,6.657

Sun Jan 31 07:49:55 2021,6.774,6.660

Sun Jan 31 07:50:38 2021,6.777,6.659

Sun Jan 31 07:51:21 2021,6.777,6.658

Sun Jan 31 07:52:04 2021,6.779,6.658

Sun Jan 31 07:52:47 2021,6.779,6.660

Sun Jan 31 07:53:30 2021,6.782,6.660

Sun Jan 31 07:54:14 2021,6.781,6.661

Sun Jan 31 07:54:57 2021,6.777,6.657

Sun Jan 31 07:55:40 2021,6.781,6.658

Sun Jan 31 07:56:23 2021,6.779,6.659

Sun Jan 31 07:57:06 2021,6.780,6.658

Sun Jan 31 07:57:49 2021,6.781,6.656

Sun Jan 31 07:58:32 2021,6.781,6.656

Sun Jan 31 07:59:15 2021,6.779,6.659

Sun Jan 31 07:59:58 2021,6.782,6.658

Sun Jan 31 08:00:41 2021,6.781,6.656

Sun Jan 31 08:01:24 2021,6.783,6.658

Sun Jan 31 08:02:07 2021,6.783,6.656

Sun Jan 31 08:02:50 2021,6.781,6.656

Sun Jan 31 08:03:33 2021,6.782,6.659

Sun Jan 31 08:04:16 2021,6.781,6.657

Sun Jan 31 08:04:59 2021,6.785,6.658

Sun Jan 31 08:05:42 2021,6.781,6.659

Sun Jan 31 08:06:25 2021,6.782,6.658

Sun Jan 31 08:07:08 2021,6.782,6.659

Sun Jan 31 08:07:51 2021,6.783,6.659

Sun Jan 31 08:08:34 2021,6.780,6.661

Sun Jan 31 08:09:17 2021,6.781,6.664

Sun Jan 31 08:10:00 2021,6.781,6.663

Sun Jan 31 08:10:43 2021,6.780,6.663

Sun Jan 31 08:11:26 2021,6.782,6.663

Sun Jan 31 08:12:09 2021,6.781,6.664

Sun Jan 31 08:12:52 2021,6.777,6.666

Sun Jan 31 08:13:35 2021,6.779,6.667

Sun Jan 31 08:14:18 2021,6.778,6.666

Sun Jan 31 08:15:02 2021,6.781,6.667

Sun Jan 31 08:15:45 2021,6.782,6.668

Sun Jan 31 08:16:28 2021,6.781,6.667

Sun Jan 31 08:17:11 2021,6.781,6.669

Sun Jan 31 08:17:54 2021,6.782,6.667

Sun Jan 31 08:18:37 2021,6.782,6.670

Sun Jan 31 08:19:20 2021,6.783,6.671

Sun Jan 31 08:20:03 2021,6.783,6.671

Sun Jan 31 08:20:46 2021,6.783,6.671

Sun Jan 31 08:21:29 2021,6.781,6.670

Sun Jan 31 08:22:12 2021,6.782,6.672

Sun Jan 31 08:22:55 2021,6.781,6.671

Sun Jan 31 08:23:38 2021,6.782,6.672

Sun Jan 31 08:24:21 2021,6.781,6.673

Sun Jan 31 08:25:04 2021,6.783,6.674

Sun Jan 31 08:25:47 2021,6.783,6.673

Sun Jan 31 08:26:30 2021,6.785,6.673

Sun Jan 31 08:27:13 2021,6.785,6.673

Sun Jan 31 08:27:56 2021,6.783,6.674

Sun Jan 31 08:28:39 2021,6.783,6.677

Sun Jan 31 08:29:22 2021,6.783,6.680

Sun Jan 31 08:30:05 2021,6.784,6.679

Sun Jan 31 08:30:48 2021,6.785,6.681

Sun Jan 31 08:31:31 2021,6.784,6.680

Sun Jan 31 08:32:14 2021,6.785,6.679

Sun Jan 31 08:32:57 2021,6.783,6.681

Sun Jan 31 08:33:40 2021,6.782,6.679

Sun Jan 31 08:34:23 2021,6.782,6.682

Sun Jan 31 08:35:06 2021,6.783,6.683

Sun Jan 31 08:35:49 2021,6.785,6.681

Sun Jan 31 08:36:32 2021,6.785,6.681

Sun Jan 31 08:37:15 2021,6.783,6.681

Sun Jan 31 08:37:58 2021,6.785,6.681

Sun Jan 31 08:38:41 2021,6.782,6.680

Sun Jan 31 08:39:24 2021,6.782,6.678

Sun Jan 31 08:40:07 2021,6.782,6.679

Sun Jan 31 08:40:50 2021,6.782,6.680

Sun Jan 31 08:41:33 2021,6.781,6.681

Sun Jan 31 08:42:16 2021,6.782,6.682

Sun Jan 31 08:42:59 2021,6.782,6.683

Sun Jan 31 08:43:42 2021,6.783,6.687

